제목,내용,게시자,게시날짜
"[강서/화곡] 화곡역 역세권 사주&타로집, 다경 힐링타로& 사주","다 스불재&지팔지꼰 재질인;), 사주상 힘든 시기 다 지났다고 잘 버텼다고 칭찬(?)받아서 기뻤다ㅋㅋㅋ 근데 또 그런 거지같은 일들 사이에서도 돌아보면 너무 고마운 사람들을 많이 만나기도 했다. 항상 곁을 지켜주는 소중한 이들도 있고~맨날 틱틱대고 찡찡대고 킹받게...",휘뚜루마뚜룹뚜룹,4일 전
100구독 기념 이벤트! 시작합니다:),추첨으로 빠르게 돌릴까 하다가 행운의 뽑기판을 준비했습니다!!❤️ 저번 구독인증이벤트에 댓글 다신 분들은 뽑기 1회 주어집니다 총 99개의 뽑기판에 40명 참여이구요 과연 여러분들이 잘 뽑으셔서 저의 스불재가 될지? 다들 행운을 빕니다. (내일 밤까지 댓글...,커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,4일 전
혹시 나만 몰랐어? MZ 신조어 테스트,다음 중 '스불재'의 뜻으로 옳은 것은? 스님 불교 재밌나요? 스스로 불러온 재앙 스르륵 불러보는 재밌는 노래 스스로 불고기 재료를 준비한다. 어쩔티비를 이기는 방법 중 알맞는 것은? 듣기 싫다며 소리를 지른다 한심하게 쳐다본 뒤 한숨을 쉬며 고개를 절레 흔든다...,크린리더(CH),4일 전
빈 갈피에 차오른 우리라는 색은,"진짜 스불재 그 자체야... 이건 할아버지 생일 때 시골 가서 고기 구워 먹고, 기타 치고, 노래 듣고 하면서 거의 하루종일 있었던 거!... 봄부터 시작했던 스불재 연극이 끝났는데 오 기분이 좀 싱숭생숭했다. 내가 봄부터 이걸 해서 마침내 끝냈구나... 싶었고 생각보다 잘...",ෆ,4일 전
"수능 공부만 잘했어도 즌쯔,,,","뭐 덕분에 크나큰 착각의 늪에서 벗어나 현실을 직시할 수 있는 큰 시발점이 되면서 열이 받는 건 스불재... 사촌이 땅을 사면 배가 아프다고 했던가,,, 그다지 불행을 바라진 않았지만 행복하기도 바라지 않았던 사람이 청약되서 새 아파트 들어가는 꼴을 알게되니 ㅂㄷㅂㄷ...",구키,4일 전
하삐하삐하삐파티지만 현생으로 돌아갈 시간입니다.,시렸어요 스불재 스불재 스불재 경기 결과는 개쩌는 3대1 특히 페이커가 너무너무 잘해서 울다가 왔습니다.. (ㄹㅇ 4세트 마지막 한타부터 ㅈㄴ울었음) 저는 티원을 너무 사랑해요 진짜로 너무 사랑해서 죽고싶을 정도란다 제오페구케가 종신해줬음 좋겠어요 일단 이번...,정신 좀 차려보세요,4일 전
불완전의 찬미,10년만이었는데 스불재의 끝에 오는 개운하고 상쾌한느낌.. 만화카페같음 은혼 주술회전 웹툰 이런거 다 있었다 잔느 옛날생각나서 집어들었다가 10페이지정도 보고 내려놓음 역시 난 투디랑 안맞아 찜질방 전체를 누비며 까르르 뛰어다니던 찐잼민이들을 구경하며 먹은...,미완성 낭만,4일 전
#1 뉴욕,관광객에게 매우 친절하답니다 응 그리고 이건 내 스불재야 또 지하철 타거나 버스 타기엔 애매한 거리라서 20여분 걸어서 메가버스 정류장에 도착했다... 근데 이 날 바람이 너무너무너무 너무너무 불어서 뭐 사먹다가 날려먹을 것 같고 힘들어서 얌전히.. 11:30에 도착해서...,ꪔ̤̫,4일 전
스불재 인간의 완전체 오타쿠 진화기 _ 1,정말... 심연(?)을 가감없이 적어낸(아마도) 오타쿠의 맥락없는 기록 일지니까요 굳이 안 읽는 걸 추천합니다 그치만? 당신이 오타쿠라면 아주 재미없진 않을 거야.(신기할지도) 새벽에 자기 직전 쓰는거라 정신상태 대충 메롱한 것도 감안 plz. 그럼 라쓰고. 원래 입밖으로...,미니 더쿠의 잡동사니♪,4일 전
크링또슬라임 첫구매 자세후기,"(스불재) 블로그 쓰면서 느낀건데 그냥 다 섞어버릴까…. 사진만 봤는데도 브라우니향이 올라오는것같다 +다음날 후기 난사로 손 자극한뒤에 점토층 만지니까 두툼하고 ㄹㅇ 빵반죽같았다!! 촉감좋음. 다들 우드베이스가 빵이라고 하던데 그건 몰랑몽글한 다른 무언가고, 이...",DAYDREAMS,4일 전
The Marvels 더 마블스 (2023) 3.3,모든 말을 노래로 하지 않으면 왜 못 알아 먹는건데 ㅠ 젠장 ㅠ 하지만 그래도 재밌었으니 봐줌 ㅠ 18 이 영화는 사실 할라의 스불재 였던거임 근데 이제 캡마가 재앙이기도하고 구원이기도 하고 병주고 약주고 그런 느낌인데 아니 애초에 AI한테 지배 당하고 있던거...,주제 없음,4일 전
60초 리퀘스트 완료 (18분),"우리집 아가 현이 발로 그린건가, 손으로 그린건가 구별안가는 리퀘스트 *제 컨디션에 따라 퀄리티가 달라졌습니다 *캐릭터 주인분만 저장부탁드립니다 여운님, 화월님, 다독님, 나우님 공요님, 삥끄님, 뚀오잉님, 멜이콩님 담뉴, 다원님, v복v님, 하얀색상님 건예님, 샷칠님...",커미션나라 ★ 글.그림.만화.애니.캐릭터.로고.디자인 외주제작,4일 전
조금 쓸데없는? 고민인데요...,가난한데 이런 지출을 하면 소확행이 아니고 스불재가 될 거 같아요. 그래서 40불까지만 쓰고 싶어요. 딱 정한 마지노선이에요. 여러분이라면 어떤 쪽을 고르실래요? 1. 1단계 기본 혜택을 오래 받기 (나중에 여유가 생겨서 상위 혜택으로 변경해도 할인은 없) 2. 3단계...,고민상담카페,5일 전
남은 시월 posting이에요~,존내 지치지만 스불재 학교 가야댄다.. 씨바 계란 후라이하기도 귀찮아서 누가 크래커랑 펑리수 먹음 여행 내내 조식 시간에 라떼 먹었더니 돌아와서도 모닝커피가 먹고 싶어서 뜨끈~한 라떼도 한잔했어요 하~~ 놔 씨바 나를 집으로 보내주어 짜증나게 날씨는 기가 막힘 스꾸...,준팔이의 일상,5일 전
2023.11.21,스불재같기도 한데 그보다는 타의에 의해 끌려다니는 것 같아서 탈주. 하기 싫은 걸 본인 의지로 하는 정도는 괜찮은데 억지로 하는 건 별로 보고 싶지 않음. 이게 한두 사건으로 끝나는 것도 아니고 계속 이어지는 거라면 특히. https://series.naver.com/novel...,.,5일 전
스불재 분조카 뜻 바로 이것,"이번 시간에는 여러분들과 스불재의 뜻에 대해 알아볼까합니다. 제가 신조어에 대해 궁금해 하자 아들이 '엄마, 그럼 스불재가 무슨 뜻인지 알아?' 묻더라고요. 처음 스불재라는 단어를 접했을때는 도무지 어떤 뜻인지 유추가 되지 않더라고요. 는 바로 '스스로 불러온...",웃으면 복이와요.,5일 전
♀️ 11월 진행중,어쩌나 스불재인 것을… 완존 맛있었던 학식 딱 이거였다 엘리멘탈 이후로 영화관 첨 왔넹 맛있는 거 먹구 배 터지고 해피하게 알바감… 과제 때문에 영화 또 보고 맛있는 거 먹고 과제 때문에 스트레스 받아서 완전 예민하게 굼 기분변화 좀 심해 …. 이러지마 정워나 요즘...,눈누난나,5일 전
12월 9일 목요일,스불재인데 어쩌겠어. 어차피 저녁운동도 안 가는 김에 오늘은 일찍 들어가서 쉬어야겠다. 그나저나 혼자 살면 알콜 중독 되기 쉽겠어. 왜 이렇게 요새 맥주가 땡기는지. 오늘 아침운동 가는 것만 아니었으면 어제도 맥주 마실 뻔. 맥주 땡겨!,"하고 싶은 대로 하려고 만든,",5일 전
스불재,불프에 물욕이 사라진 저는 카페와서 횐님덜 사신 이쁜이들 눈요기만 하고 있습죠 며칠전 깔롱님글 읽다가(저혼자 팔로중임) 고구마 말랭이 드신다는글을 보고 미루고 미루다 굽었습니다 오븐안에서 터지고 난리지만 요렇게 겨울 요긴한 군것질 거리로 변신중 입니다. 이상...,"pooligan 수영,수영복,수경,수영강습,스피도,졸린,Jolyn,펑키타",5일 전
스불재가 왔습니다. 스불재가 왔어요...,★공모전 관련 글은 공모전 자유게시판을 이용해주십시오★ 신작중독에 걸려 또 투고를 준비하고 있습니다... 스불재인 것을 앎에도 멈출 수 없어요...힝.....ㅠㅠㅠㅠ,<글담> - 웹소설 작가들의 커뮤니티,5일 전
주간 일기 : 11/13 - 11/19,야간 작업 렛츠고 ((스불재)) 어제 야간 작업도 했으니 오늘은 별일 없겠거니 했습니다. 점심에 스쿼시도 가서 열심히 쳤지요 근데 또 야근 함 도. 대. 체? 17:35 에 데이터 수정 요청하기 있기 없기? 본인들은 7퇴다 이거임? 나는 6퇴인데? 어?? 드디어 목요일 다행히 오늘은...,유짘생활,5일 전
231105 XODIAC <ONLY FUN> 뮤직코리아 대면 팬싸,생각이라는 것 자체를 하기가 싫었어요 3일전부터 스트레스받기 이게 바로 스불재야… 결국 전날 대본을 썼어요 이럴거면 미리 스트레스받지 말걸 ㅎㅎ 당일 조금 일찍 도착해 비모를 만나기로 했는데요.. 경기도민의 비애 어쩌구.. CTS 아트홀에서 진행되었는데요 지도...,ᕼᗩᐯᗴ ᗩ ᗪᗪIK ᗪᗩY :),5일 전
11월 21일 목표,후... 우선 스불재를 해결... 새벽에 잠들기 전 1. 2화 지필 완료 2. 3화 구상 및 상세 트리트먼트 일어나서 해야할 일 1.3화 집필 시작 2. 프롤로그 피드백 반영해서 퇴고... 공모전까지 화이팅!,<글담> - 웹소설 작가들의 커뮤니티,5일 전
아니 이게 뭐라고 이렇게 많이 푸셔요,[1등제외 추첨 한분해서 고퀄리퀘까지 받을게요..네 스불재네요 하고보니까] 4일정도 뒤에 추첨하겠습니다 저에 대한 겁니다 공앱 추억팔이 44% 난이도 최상 1등님 소원권 다 맞히시면 제가 감동받을 듯 8번 리퀘는 낙퀄~중퀄입니다 (갠챗이나 댓글로 찾아오셔요...,신공앱 8/1 [신비아파트],6일 전
어쩌면 이것도 열병에 의한 착각일지도,공주간다....... 하지 않고 후회하기 싫어서 해 봤는데 개ssap후회 중 스불재 레전드티비 여러분은 그러지 마세요 저는 다시 재앙 뒷처리 좀 하러 갈게요 다음 블로그 올라올 때까지 힘내세요 아자아자 파이팅~,⠀,6일 전
"""일본 키타 큐슈(Kitakyushu, きたきゅうしゅう)"" 나 홀로 여행 준비! (11.22~11.26)","이런 걸 스불재라 하죠 ㅋㅋ) 제대로 된 여행 계획은 세우지 못했다. 하지만 ""그게 어떤가 새로운 곳은 미리 알고가도 재미있지만 너무 계획만 해서는 모험하는 재미를 못 즐길 수 있지 않겠는가?"" 하는 생각으로 간단하게, ""P""답게 일정을 대략적으로 잡고 항공권...","봄, 여름, 가을, 겨울 그리고 다시 봄",6일 전
남은 빈 공간을 가득 채우자,스불재 청산 첫째 날이었습니다... 스불재 곱빼기 둘째 날... 이날은 정말 죙~~~~ 일 잔디밭에 있었어요. 날씨가 넘넘 좋아서 오늘 아니면 잔디밭에 앉아 있을 날이 없겠다 싶어서리... 앉아 있으면서 정말 웃겼었는데. 다 설명하고 싶은데 기억이 잘... 그리고 배민 지옥... ㅋㅋ....,意!,6일 전
수상할 정도로 블로그를 자주 하는 여성 (11월 9~14일),학교 비교과 프로그램으로 참여자가 너무 적다고 해줬으면 좋겠다 해서 하는데 스불재임 매 주마다 보고서 에바야 암튼 오늘은 튜티랑 박물관 다녀옴 튜티가 찍어준 건데 이 언니 개 오바인 게 나는 존나 열정 담아서 찍어줬는데 지는 다 삐뚤어지게 찍어줌 내 안티인듯...,공니's,6일 전
기말고사 D-1,그래서 과목 별 뜰팁 분들 추천해주세요! 수학 역사 영어 과학 국어 가정 인데 각 과목 별로 추천해주세요!! 그럼 전 이제 짐적하러 가보겠습니다.. 목요일에 돌아올게요! ps.스불재긴 하지만 추천 하신대로 다 그려볼게요..,픽셀리(Pixely) 비공식 팬카페,6일 전
출근 34분 후,스불재였긴한데 취미를 3~4가지 굴리니까 어버버 하는사이 a하는동안 b는 언제하지 생각하고 b하는동안 c생각하게 되서 쉴틈이 없다고 느껴버림!! (말이되나이거~!) 유퀴즈에서 잠깐 나온거지만 자기가 좋아하는 것들은 사실 스트레스 라는걸 들었다. 일이 많고 힘들때 자기가...,10만원짜리 공간,6일 전
"[공연] 내 인생 첫 펜타..아니, 불지옥 첫째날 (2023 인천 펜타포트 락페스티벌)","일단 금요일 라인업은 이러했고, 나상현씨밴드를 보고 싶었지만 회사 일이 남아서(스불재).. 오후 반차 쓰고 런런 이때까지만 해도 뽀송했다구.. 낮 공연들.. 신나게 잘 보긴 했지만 너무 더웠고.. 윤아 언니 나올 때쯤엔 좀 살 것 같았다. 보이시나요 그녀의 아름다운 모습...",^.ㅠ,6일 전
공능제 뜻 스불재 뜻 대체 어떤 말 무슨 뜻 일까요?,안녕하세요 ~ 오늘은 공능제 뜻 스불재 뜻 알아보려고 합니다! 어떻게 보면 조금 지나간 단어겠지만 꾸준히 쓰이는 줄임말 또는... 지금부터는 스불재 무슨 뜻 인지 알아보겠습니다! 스불재란? '스스로 불러온 재앙'이라는 말의 줄임말입니다. 보통 친구들이나 본인...,궁금하면 들어와요,6일 전
그니까 진짜 ㅈ됐어요,아니 내가 이렇게까지 될 줄은 몰랐는데 정말 하^^ 이게 이렇게 되버리네 하지만 스불재죠,Darkside of the Moon,6일 전
이제마감그만늘려야지!,...스불재가되어벌임 맞리다끝내구 더할랭ㅎㅎㅎ,좀비 고등학교 모바일,6일 전
클랜 간부 단트 그려드려요(크리스마스 컨셉),>sd로 그릴지 ld로 그릴지 너무 고민된당 >그렇게 스불재가 하나 더 쌓였고 >시험에 밀린 마감은 언제쯤 할련지 모르겠고 >학원에 갇혀있는데 심심하다 >사실 학원에서 나선창 하고 싶었는데 방 파도 오는 사람이 없어서 ㅠㅠㅠㅠㅠㅠ >저 sd를 더 못그리는데 sd로 그리고...,좀비 고등학교 모바일,6일 전
오늘부터,오늘부터 다시 다이어트 시작했소.... 이제 햅삐한 나의 먹방 생활은 끝났소이다...... ☹️ 이거시 바로 스불재라는 것이겠지.......,창천객잔,6일 전
11.01 ~ 11.15,"바로 스불재에요~ 그랬더니 아무것도 모른다는 눈빛으로 ‘스불재가 모에요?’ 하능겨 내가 ‘에??? 스불재를 모르세요? 스스로 불러온 재앙이요’ 그랬더니 놀라시면서 이게 바로 MZ 언어냐고 하셨는데 오빠도 00년생이잖아요,, 나랑 2살 밖에 차이 안 나면서,, 그리고나서...",♡,6일 전
라인플러스 아카이빙,"어쩌다 보니 방학부터 학기 중간까지 라인에서 일을 하게 되었는데… 정말 스불재라는 단어 하나로 압축 가능 하지만 여기에서 일하는 동안 뵀던 팀원들, 업무들은 너무나 흥미로웠고 얻어 가는 점도 굉장히 많았음 우리 팀은 재택근무가 그냥 디폴트 값인데 다른 팀은...",及時行樂,6일 전
November Rain,말이죠 … 스불재가 오바인거 같습니다 매주 참석에 보고서 제출까지 … 정 안되면 탈주티비하겠습니다(◞‸◟；) 용승군 첫 연극이라해서 포포 언니가 보여준다고 하셨다 예이✌️ 올만에 연말 같은 분위기를 자아내겠군요 그 계기가 하나인 것도 좋아 ~ 공연은 언제나...,탐사기,6일 전
다빈치예술여행이 듣기 싫어서 쓰는 블로그,이뻤음 아 그리구 학술제 쉬는시간에 이런걸 타옴 다들 부러워했는데 이거 diy임 심지어 종이 자르고 나무이 목공풀로 붙여야됨 스불재란 이런걸까? 이런건 줄 알았으면 건들지말고 당근할걸 그리고 이것은 혬니언니가 준 사탕 달콤부드러운 맛이 날거라고 생각했는데...,:-),6일 전
인생 첫 토플 시험 후기,진짜 이 정도면 악연 아닌가 근데 로충칭도 오랜만에 먹으니까 맛있었음ㅎㅎ 춥고 알바 가야하는 이슈로 택시탔음ㅎㅎ 그리고 집 가자마자 토익 시험을 등록하다 ••• 스불재도 이런 스불재가 없음 어제 보고 왔는데 후기는 다음 블로그에 … 토플 점수는 103점이 나왔다...,potato potata,6일 전
