제목,내용,게시자,게시날짜
너무너무늦어버린(..) 요트 보고서!,‘수강 정정기간’ 이라는 시스템을 알아버렸다 이왕 정정할 거 다 갈아엎자는 마음으로 잡으면 가고~ 안 되면 아쉬운 거고~ 체육 교양 잡기를 시도하고 있었는데 광클광클 대기중 이왜진 ;;; 1트만에 잡아버림 요트를 덩달아 하은이까지 수강신청에 성공하고 (아니 이거...,*̣̣̥◌⁺₊⋆ ☾⋆⁺♬₊⋆ ♡̷̷̷ ⋆⁺₊,4주 전
Bittersweet …,ㅋㅋㅋㅋㅋㅋㅋㅋ 가인이랑 중도에서 놀다가 건현오빠 찬민오빠 만나서 구도 쫒아 감 다음 날 1교시 시험이라 같이 밤새웠는데 난 그냥 옆에서 기절요 … 이왜진 ••• 벼락치기하려고 밤새웠는데 시험이 오늘이 아니래 ㅇㅇ 영어 못해서 번역 겨우 돌린 내 잘못 난...,️⛧⛤,4주 전
"9월, 10월의 이모저모고모","이틀 뒤에는 오랜만에 쩡유도 만남 분명 만나서 카페, 노래방, 쇼핑, 밥 다 조졌는데 4시간인가 만에 헤어짐 ㅋㅋㅋ 진짜 이왜진 ;; 담에는 예쁜 카페 가서 길게 입 털자 이녀석아 몸 좀 괜찮아졌다고 뽈뽈 많이도 돌아다녔네 이날은 주롱이랑 동네에 새로 생긴 카페에 다녀옴...",ƪ(ړײ)ƪ,4주 전
10월,윤정이가 저거 뭐냐길래 놀이기구 말하는 줄 알았는데 이왜진? 그 옆에 진짜 풍선이 있더라구요 근데 이걸로 아이폰 vs 갤럭시 카메라 배틀 붙었습니다 사진 찍는 윤정이 제가 봐도 이거 좀 잘 찍었어요 ㅎ 아 사진 첨부는 따로 안 할건데 이 날 혜원이랑 채연이가...,tiredpororo님의 블로그,4주 전
https://m.blog.naver.com/duagofkd181/223252040864,세상이 날 억까해 허허 ◠‿◠ 열공하셨잖아 얼떨결에 학원조교 붙었다 나 이제 선생님임 이런 말을 들으면 기분이 좋거든요 ❤️ 요즘 내 일상 조민현 지분 99.9% 김건우가 부셨음 이왜진? 경1 이렇게 완벽하게 웃길수가 아니 짝눈 무슨일임 기절하시겠네 / 나애사랑조미뇽...,₍ᐢɞ̴̶̷.̮ɞ̴̶̷ᐢ₎,4주 전
(타유튜브?) XCF가 거짓말이 아니었다니,마리오카트에서 했던 것처럼 거짓말인줄 알았는데 깜짝 놀랐네요 이왜진.....,진용원 공식 팬카페,4주 전
벌들아 더 세게 울어 웽웽 . . .,이왜진ㅋㅋㅋㅌㅋㅋㅌㅌㅋㅋㅌㅌㅋㅋ 이동혁 손민수? 오히려 쭈아! 추억의 네버.. 김재환 고음 들을 때마다 여전히 도파민 작렬임 샌액희 girl 집 가면서 본 블락비의 개판 5분 전.. 유튜브에는 짧게만 나와 있어서 풀버전으로 봤는데 이 오빠들 이상해 28일 [WINWIN DAY]...,⋆ ˚｡⋆୨୧⋆｡˚ ⋆,4주 전
날 네 품 안에 가득 안아줘,"있었어요 이왜진, 이게 서울에 왜 있지 ㅎㅎ 하…. 진짜 모든 후기마냥 팔빠지게 볶아야하거든요? 근데 진짜 그만큼 맛있음 *친!!!!!!!!!!!! 그리고… 방시혁과 임영웅이 사랑하는 집이라니, 평일인데도 테이블링 10분 하고 들어온 게 다행, 들어가자마자 바로 뒤에 대기 팀 5팀...",Spxxngluv,4주 전
나는 너에게서 우주를 봤어,해치움 이왜진? ㄹㅇ 개맛도리였다 감동적. 시험때만 되면 선물을 보내주는 진짜 따뜻한 사람들 매번 너무 고맙고 사랑스러움 이 기운 받아서 시험 잘 봐야징 역시 민섭쨈 매번 간식창고 리필해주시는 우리애 민섭쨈 사탕 카라멜 초콜릿 머… 점점 살쪄가는 것만 가틈 운명...,오늘도 파도가 잔잔하기를,4주 전
방심,특기사항 이왜진? 진짜 너무하다... '칠판 관리와 지우개 털기를 잘 함'이 특기사항인가ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 1학년 때 다른 특기는 도저히 찾기 힘드셨던 것일까... (아래는 다 공란임) 와ㅋㅋㅋㅋㅋㅋㅋ그래도 감사합니다 선생님... 다~ 사연이...,승진하는 하루,4주 전
Ch. 언뇽허삽나까,그냥 지나갓습니다 이왜진 규카츠 를 먹으러여의도까지 한강 넘 오랜만 막혔던 오른쪽 귓볼을 다시 뚫다 근데 저 귀걸이 하루만에 잃어버림ㅋㅋ 집에 귀걸이가 죄다 짝짝이로 있어..엉엉 신촌노상낭만감성 히히 드디어 왔군 간만에 떡볶이 한 4년동안 계속 비니 사고싶다고...,キラキラ人生,4주 전
[2023년 10월],이왜진.. 결국 모두가 행복한 뽑기깡이 되었답니다 ???: 내가 너희 손에 물은 안 묻히게 할게.. 스윗고대남 다같이 브잉 옹기종기 화목한 우리 누구보다 진지하게 쥐포 구워먹기 감기 땜에 계속 기침하니까 사랑고백하는 이여자 절 너무 좋아해요ㅋ 10월 29일 일요일 열일하는...,알쓸챙잡,4주 전
아니 아까 챗창에서 누가 캘칼 인 거 같다 했는뎈ㅋㅋㅋㅋㅋ,오줌 쌀 때 왜 캘칼 같냐던 사람 있었는데 이왜진 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
[2023.10],물었는데 ㅇㅇ 하길래 그래라 했는데 수업 마치고 헐레벌떡 가보니 지 혼자 푸파 중 ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ 진짜 징하다 요냔아 이왜진..? 윤태민 근처라고 해서 같이 술 먹음 ㅋ ㅋ 술 먹으면서도 개웃겼던 게 내가 막 큰목소리로 오빠! 얘 오마이걸 효정 닮았지!! 했는데...,융쟈의 블로그 :),4주 전
헬로 미스터 마이 예스터데이 태진 84695 한국어 노래방 tj,"하지만 그건 헌드레드 퍼센트 프리 일본어 버전이고, 이번엔 애쉬그레이 한국어 버전입니다. 2023년 11월 신곡으로 나왔어요!!! 이왜진??? hello mr my yesterday 노래방 한국어 태진 84695 hello mr my yesterday 노래방 일본어 태진 28790 금영 44221",Lovelyz9,4주 전
8시간 짜리 수면용 음악 공개한 디아블로 4,공개되었는데 이것의 길이가 무려 8:17:24 후덜덜합니다. https://m.youtube.com/watch?embeds_referring_euri=https://m.thisisgame.com/&feature=emb_title&source_ve_path=MjM4NTE&v=9tGgIefjwog&mibextid=Zxz2cZ 팬메이드인줄 알았는데 공식임. ?!,어썸's 취미 블로그,4주 전
[취준일기] 이트너스 면접 후기 / 최종합격,화요일에 면접보고 금요일까지 결과 통보해준다는데 목요일 아침에 연락이 왔다... 어..? 이왜진..? 진짜로 합격할 사람들을 대상으로 면접 본다는 말이 맞는 것 같다. 기분이 좋으면서도 고민되는 순간... 일단 취준 1달만에 인턴 합격,BRO1의 좌충우돌 일기장,4주 전
10월✨,이러니까 맞대ㅋㅋㅋ 이왜진… 글씨 댕귀엽네 산책하다가 찍은 사진♀️☁️ (근데 약간 너무 아파트들만 보이네…ㅎ) 축구 한일전 때 치킨집 알바한 여성의 악마성이 들어나는 순간 거의 이강인 어머니로 빙의된 여자ㅋㅋ ㄱㅇㄱㅠㅠ 강인아 면제 축하한다 대한민국 짱...,y.b._e,4주 전
창 밖에는 여전히 여름을 닮은 것들이 존재한다,진짜마라탕맛이남 이왜진 구라겠지 안 아프려고 수액 맞은 건디 수액을 너무 빨리 맞아서 속이 메스꺼웠던 이슈 발생 배달도내가하고주방도내가하고홀도내가하면시급이3만원이어야하는거아냐? 오랜만에학교풀석 아니 출석 뭐죠? 제 마음대로 선정한 겨울 정식입니다...,바닷가 풍습,4주 전
이왜진,드라이브 + 피킹 소리 미쳤다 슬랩 소리 미쳤다 핑거 소리 미쳤다,지금 이러고 있을 때가 맞다,4주 전
가을이다 10월이다,금정행 막차가 저렇게 늦게까지 있는지 몰랐음 스페인 어게인하자고 만난 날인데 한국판 까사바트요(?) 이왜진(?) 10.21 (나홀로)눈물바다 된 날 마침 럭키 초콜릿 이라면서 입에 넣어주심 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고마와.. 고척 화장실에… 띠용… 10.23 다신 보고싶지...,(｡◠‿◠｡),4주 전
가을밤에 든 생각,이왜진 ... 버스 놓칠까봐 10분 뛰고 결국 놓친다음 편의점 들어가서 사드세요 그리고 저녁엔 운덩하세요 바람 솔솔 불고 ~ 초록이 좋고 무엇에 지쳤을꼬 ... 서연이를 보는 서연이 잠시 휴대폰 쫌 들어달라니까... 그새를 못참고.... 은영아 나 사진 정리하다가 깜짝깜짝 놀라...,Life For Me ♥,4주 전
[창동 맛집] 쌀밥 한정식 거궁 창동 웨이팅부터 찐 후기까지,"12시쯤 도착했는데 대기 35번이였음 그리고 앉아서 기다리는데 들어가는 팀은 19번이였다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지옥의 웨이팅 시작해보자 솔직히 처음에 들어갈때 불편한 점이 한두개가 아니였음다 성인 6인 이상이 아니면 예약을 받지 않는다고 했고 (,,?) 그리고 앞에...",All of my life,4주 전
조금이나마 남을 수 있다면,이왜진? 늘 족발로 놀림 받다가 진짜 정가네 족발이 생겨버린 안녕하세요 병아리강아지고양입니다 배달도 직접가는 울 사쟝님 소중히 다뤄야 한다고 쿠션 세 개나 넣어둠 ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄱㅇㄱ 잘 다녀 왕~~ 고냥이 봤어영 서은언니 손에 힘부족 이슈로 계속...,★⁺⋆⭑,4주 전
Just shoot the SOS,이왜진 이게 왜 되지?! 300번대로 들어가서 1층은 아니지만 연석 잡았어요. 근데 요아소비도 댈티 업자는 진짜 개많더라 300번대로 들어갔는데 이미 1층이 없었음;; 양심껏 사세요~! 아 이거 현수가 먹어보고 알려달라고 했는데 부비동염이슈로 알려줄 수가 없었음.. 이거 한...,Prologue:高在永,4주 전
10월,이게 맞댄다ㅋㅋㅋㅋㅋㅋㅋㅋ 이왜진 신세계엔 꿈돌이와 꿈순이 인형도 팔고 있었음 엄마가 이게 귀엽다며 언니에게 이것도 사주라 함ㅋㅋㅋㅋㅋㅋㅋ 콩고물 떨어짐 원래 언니가 수요일에 사뒀던 원형 거울과 손거울 중에 원형 거울을 고른 건데 엄마의 주장으로 하나 더...,정정펀치,4주 전
하이띵,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아나 이거 때이언니 최애짤2 시즌1은 양양 냄비 손잡이 짤이요ㅠ엉엉 웃겨서 울어 시켜줄테니까 참으래ㅋㅋㅋㅋㅋ 근데 진짜 또 시킴 ?이왜진 ㅋㅋㅋㅋㅋㅋ아니 이날 꿔바로우 상태 최상이라 진짜 쭉쭉 들어갔는데 다들 일심동체 별안간...,lmymemlne,4주 전
평생 소원이 누룽지,올해가 벌써 두 달밖에 남지 않았다니 게다가 이 주 뒤면 수능이라니 내가 수능을 본다니 이왜진?????? 구라라고 해 줘 새벽 풍경 많은 일을 겪은 날이어요 쩝....... 가을 하늘 예뻐서 좋음 But... 가을은 순식간에 사라지고 겨울이 오고 있어요 무진장 덥다가 뜬금없이...,-ˋˏ ♡ ˎˊ-,4주 전
오늘 소아온 발매일이었네여?,이왜진?,모여봐용 : 모카형 팬카페,4주 전
시벌,@@ : 야 나 200일이야 200원 줘 이왜진? 신혼집 사는데 보탤게 고마오 동동 >__< 광안리 왔다고 하니까 도넛 챙겨주는 스윗가이 〰️ 얼른 접선해서 입 털어야하는거 알제 ❓ 매 주마다 축구 평가전 했으면 좋겠다 그래야 맘 편히 치킨 먹을 이유가 생기니까...,〰️〰️〰️,4주 전
안녕하세요~ 올리버쌤입니다~!,야팔 이왜진,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
2023.10.23(월) ~ 10.29(일),이왜진~ 오히려좋아~!~! 등촌은 정말 칼국수가 존맛탱인듯 ㅠ 만나서 또 회사얘기... 일얘기... 사람얘기... 그래도 매번 만날 때 마다 즐거운 우리 양꼬치팟 고기도 추가해서 맛나게 먹구 칼국수랑 보끔밥까지 맛있게 먹어줬당 후후 . . . 담날은 감기몸살이 온 사수분을 위해...,뚜데이,4주 전
어….??????,이왜진….? 본체도 안 나와서 기분 별로인 상황에서 이걸…? 그것도 3성 확정 가챠에서….. 좀 떨떠름하네요 아예 유기할라고 작정한 와중에 유기하지 말라는 무언의 외침인가,블루아카이브 유저 카페,4주 전
인피니티 G37s 판매합니다 16만1천키로 7단,리틀트리향으로 빠지지 않습니다 이왜진... Previous image Next image 전체적인 시트 퀄은 제생각 B - 입니다 운조시트가 누군가 무거운사람이 느리게 앉은건지 세월에 흔적인지 주저앉아 버렸습니다... 기타 내역 16만 키로 막넘었는데 헤이딜러에는 15만9천으로 나오네요...,띠띠빵빵 :: 중고차 직거래 장터,4주 전
202310 시시콜콜 시끌시끌,이왜진... 남들이 보기에는 조촐한 버스킹이었을 수 있지만 재밌었다~ 알콜 프리랑 싸워서 이기기... 핑크 베놈이랑 싸워서 이기기... 이왜진..?? 심지어 2천 원을 현금이랑 계좌이체로 나눠서 냄ㅋㅋㅋㅋ 테라스에 빈백이 있어서 거기 앉아서 아이디어 노트 끄적였는데...,✪,4주 전
이왜진,그래도 커버곡은 안늦었네요,스텔라이브,4주 전
테슬라는 이제 성장이 끝난 것 같아요.,eps도 줄고 revenue도 줄고 net income도 줄고 주가도 내리고 이왜진.. 연말까지 120달러정도에 안착할 것 같아요.,미국 주식이 미래다,4주 전
GTQ i 일러스트 시험 후기 (2023.10.28.),이왜진..? 96점이라는 고득점을 받았습니다. 솔직히 70점대 나오려나 생각하고 불안불안 하면서 확인했는데... 간신히 합격할 것이라는 예상과 다르게 점수를 정말 후하게 준 것 같습니다. 문자 효과 감점은 뭐였을까.. 솔직히 기억도 안 나고 합격했으면 됐지라는...,일기장,4주 전
파워 블로그 입니다 [10월],이왜진 묻지마 고기 식감 엄청 쫀득쫄깃 하고 짱 맛있음 근데 식당 너모 시꾸러워ㅠㅠ 메이트분이 이클립스 새로운맛 나왔다구 하나 줘서 먹어봤는데 짱맛있움 3천원 그래서 나도 삼 잘 없어서 편의점 3곳 돔 배&비파향 플러스라 알 크기도 크다 완전 떼껄룩..ㅠㅠㅠ 귀요미...,Jeeony의 Journey,4주 전
겨드랑이를 핥는 개가 있다?,이왜진,슈말코 카페,4주 전
10,친구들이 알면 놀래서 자빠짐 ㄴ 본인은 참고로 놀이기구 개못탐 근데 술집 화장실 거울 이왜진? 골때린다;;; 야야야 김가루 몰 보니? 이 날 ㄹㅈㄷ 미모 다들 인정하시죠? 조용히 하세요. 전 술을 먹어도 되는 체질로 판정 앞으로 많이 마실게요 감사함다 생일 기념...,ㅤ,4주 전
"가을, 그냥 10월로 이름 바꾸자",여행은 각자 가는 걸로ㅠㅠ ♡ #음악의킹갓제너럴SVT SVT에 미친 사람들 ㅋㅋㅋㅋㅋㅋㅋ수정이랑 점심도 못 먹고 데이 해치운 뒤 김치찌개 폭풍 흡입한 날 초췌한 몰골 그 잡채로 인생네컷 질러보자 하고 찍었는데 이왜진 디노 슈아랑 카우보이모자 통함ㅠㅠㅠㅠ 이거마저도...,laughter n cider,4주 전
퇴사자에게 남는 건 time 뿐,이왜진 일요일에 집에 있다가 갑자기 자란 뿌리가 거슬려서 집 앞 미용실 급습 눈썹까지 야무지게 염색 사장님께서 염색 원하는대로 엄청 잘해주셔서 기뽀 이제 .. 미용실 프랜차이즈는 잘 못가겠음 진짜 부담도스럽고 .. 비싸고 가격대비 머리가 잘 나오지도 않음 흥 11....,Serendipity!,4주 전
[실시간] 김승리 감각적인 직관 옹호 뭐냐 ㅋㅋㅋ,이왜진 ㅋㅋㅋㅋ,윤도영통합과학시스템,4주 전
[속보]핀냐 옵치대회 출전!!!,옵치라길래 옵치면 핀냐지 했는데 혹시 막 나오시고 그러시는거 아냐? 생각했는데 이왜진?? 그나저나 아무 예고도 없이 이렇게 소식 알려주시면 오예입니다 즐기자 파이팅!!!!!!,오방없 대기실,4주 전
10월 - dear my blue,-> 걷다보니 신사 나오고 -> 가로수길 따라 진짜 한강쪽으로 걷고(이왜진) -> 한강을 따라 잠원을 지나 반포를 지나 고터까지 걸어가서 -> 고터에서 헐레벌떡 막차 타고 집에 왔다 아니 강남역에서 걸어서 ‘우리 한강 가는 거 아니야?’가 말이 되는 일이었냐며.. 저는 이날...,일기예보,4주 전
[속보](타스) 핀나뱅 보다 알았는데,무려 옵치대회...! 그것도 마뫙쓰가!! 옵치대회 열린다길래 옵치하면 핀뫄삡인데 혹시 막 나오시고 그러시는거 아냐? 생각했는데 이왜진 어제 말씀하신 큰게 이건가...? 아 근데 이런 스포일러(?)성 글 적어도 되네요? 암튼 우와아아아,뫄사카,4주 전
(군포금정맛집) 야들야들 먹을게 정말 많은 먹다보면 자꾸 주문을 외치는 친절한 안부자 닭갈비 금정역점,"닭고기도 실하고 부드러워서 자꾸 손이 가는 맛 뼈 뜯어먹는 재미도 있고 살코기 부분도 부드럽고 진짜 너무 맛있어요 잘 익은 살들을 쌈에도 먹고 소금으로도 먹고 파,떡도 이왜진 왜케 맛있지..? 이걸로 배가 부족한 우리는 K-후식인 볶음밥이 가능하다고 해서 시켜봤어요...",킴먼지네 (더보기 말고 더먹기 )ʕ•ᴥ•ʔ,4주 전
[ 21수련 ] DAY 01 - 10,"(이왜진????) 누가 나 없을 때 양파에 물 줬나? 세상 건조해서 수분크림을 아침저녁으로 듬뿍듬뿍 바르는 이 건조한 날씨에 머선일이구??? (앞으로 공간 힐링 할 때 내 얼굴도 하는 걸로) 아니… 이쪽을 해준 것은 맞은데, 그래 여기가 구석지고 빛이 안 들어서 내가 좀 신경...","가볍게, 재밌게 :D",4주 전
뜨거워지고 자만이,"이왜진 노노아한테 나눔받고 학과 분들에게도 받았습니다,,so sweet,,, 당근 아이스크림이 너무 궁금해서 구매했는데 왜..1+1이죠? 결국 2개사고.. 제가! 여러분들을 대신해서 먹어보았는데요!!(부탁한 사람 없음) 생각보다 맛있어요! But! 당근을 별로 안좋아한다? 그럼 구매...",Cuz we loved each other,4주 전
[daily] 정말 후회 안하는 제주살이 추억이랄까,"근데,,,,, 아니 이왜진? 왜 사고??? ㅋㅋ... 시장 주차타워 올라가는데 리치가 좀 짧길래 괜찮아? 박을거같은데,,? 라고 했지만 친구의 괜찮다는 말한마디와 동시에 들리는 쿵..... 하ㅏ하 친구는 멘탈 터지구 운전대는 내가 잡기로했어요,, 난 그래도 운전 좋아하고...",하나!둘!셋! 야!!,4주 전
#11 괜찮아 일상이야,"했는데 이왜진? (막국수만 보고 안산에서 달려옴) 고기리 막국수 원조들기름막국수 10,000원 수육 (중) 23,000원 우리집 깐부님 최애 맛집 용인 고기리 막국수입니다✌ 여기가 그르케 맛나다고 노래불러서 검증하러 ㄱㄱ 최근에 유튜브 대표자들에서 경인대표 오킹님이 여기...",오늘의 일상 그리고 행복,4주 전
시험기간이 이렇게 재밌어도 되는 건가?,내내 자다가 긱사와벌임흥 이솜인이랑 야무지게 자다가 또얀집 가서 밥 먹었더니 저녁됨(?) 이왜진 날씨 쨍 ~ ㅎ 도서관 다닐때 젤 많이 걸었던 길ㅋ 저녁먹어요. 밥-산책- 밥 -산책 (?) 좋은 삶이에요. 시험기간이 체질인가봐요 또 산책 집에 가요~ 진짜 웃김 시들시들 걸들...,Leong_s__,4주 전
10월,근데 뜨아거는 진짜 귀여움 근데 악뜨거는 왜 저러냐 뜨아거 능력이 갉기 인거 너무 깜찍해 10/18 (수) 학교 종정 앞에 지나가다가 김치전 무나 (이왜진?) ㅋㅋㅋ하는거 받아서 야무지게 먹엇당 히진이 구운 계란 노른자 왤케 납작해?ㅋㅋㅋ 저녁에 예리미 생일추카 겸 랜만에...,gimmaryyo님의 블로그,4주 전
네 눈 속에 내가 좋아 그래 계속 욕심이 나,"이왜진 잘 안쓰는 단어였는데 저거만큼 내 맘을 잘 나타내는게 없더라 아 우리매장 애들 진짜 호들갑 미쳤음 ㅠ (외국인들임) 사실 내가 제일 많이 떨긴했는데 우리 매니저 백룸에서 쉬고있는애들한테도 카야가 너무 신났다고 다 소문내고,,, 슈바도 와서 내가 좋아하는 선수...",Love island,4주 전
Photo Diary_2023.09,집가서 원피스 실사판 보는데 이왜진? 싶었지만 생각보다 고퀄에 조로 넘 잘생김...! 결국 정주행 하고 잤다 . . 2023.09.16 크리스마스 D-100 엄망 ~~~~ 미리 메리크리스마스!♥️ (이래봬도 울 집에서 아직 애기를 담당하고있..) . . 2023.09.20 울 직장 퇴사한 은영쌤이랑...,내 멋대로 살거야,4주 전
호날두 발롱도르 시상식에 등장,이왜진,천양 언젠가 뜬다 : 트위치&유튜버 천양 공식 팬카페,4주 전
10월 넷째주,웃자고 한말이었는데 이왜진...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이정도면 다빗네가 준성호쀼 본가 아니냐궁...ㅋㅋㅋㅋㅋㅋㅋㅋ 10/25 준성호 잡지가 떴길래 무난하게 구매를 완료하고 퇴근하고 단발커트했다. 지금 길이는 앞에서 보면 예쁘긴 한데 어깨선에 걸쳐지는...,STRAY CAT,4주 전
2023년 10월,이왜진…? 나같은 호구는 20만원이래도 삿을거임… “형편없는 과제는 깔아뭉갤 것” 스망파 네일 받으러 온 강아지 박망고 인생 처음으로 방구의 쓴맛을 보다… 질색하는 표정으로 도망가는 게 개웃김 ㅋㅋㅋ큐ㅠㅠ 거의 뭐 드래곤볼… 진격거 가챠 했3 ~~~ 가챠를 하는 이유...,iiminoaruu,4주 전
October,석류나무 첨 봄 그리고 집 올 때 무화과 이만큼이나 챙겨옴 이왜진 다 먹었어 ㅋ큐ㅜㅜㅠ 엄마가 보면 경악할 듯 찐따 특: 집에서 찍은 사진 밖에 없음 ㅋㅋ 어쩔 건데… ……… 안 운다 진짜로… 엉… 티머니 졸업 얼마 안 남았다 -3- 이러케 꾸미고 또 가진이 얻때요? 저희 좀...,_,4주 전
[오사카 자유여행 4박5일] 2일차 유니바,이왜진? 이제 먹었으니 달려보자고 -! 날씨도 엄청 좋고 .. 말이야.. 근데 10월말의 낮은 살짝 덥다 ㅜ 반팔+겉옷이 딱인것 같다. 건물이 다 멋있어~ 샵이란 샵은 다 들려보는 중. 미니언즈도 귀엽다. ㅋㅋ 근데 난 이거 잘 안봐서 패-쓰. 그래도 안에 파는건 다 귀엽더라. ㅋㅋ...,•두루말이 월드•,4주 전
월간 취향 기록 2023 9월 (2),진짜 이왜진.. 피식쇼 섭외력 무엇... ㅠㅠㅠㅠㅠㅠ이 오빠는 안 늙나요...? 나만 늙지... ㅠㅠㅠㅠㅠㅠㅠ 꽤 즐거워 보이는 참치오빠.. 오빠만 즐거우면 됐서요.. 킹받네를 그나마 기억하는 게 웃기고 ㅋㅎ 폼 미쳤다랑 너 T야?는 이번에 알게 됐다고 ㅋㅎㅋㅎ 왜요... 4년 전...,˗ˋˏ ♡ ˎˊ˗,4주 전
이대로 가면 - 10311,미방(원신) 라이더 이왜진?,묘닝와이드 : 스트리머 으묘 팬카페,4주 전
[오사카 자유여행 4박5일] 1일차 도톤보리,ㅋㅋㅋ 우리나라는 사람 모양이 길쭉~한 느낌이면 일본은 효옷~ 한 느낌 이왜진 - ? 여기 왜 한신포차가 있지 신기하네... 일본 사람들도 닭발을 좋아하나.. 후추쿤이 맨날 노래를 부르던 그 곳 - ! 드디어 왔다. ㅋㅋㅋ 어디서 황금 레시피 찾아와서 그대로 시켰다 . 근데 둘이...,•두루말이 월드•,4주 전
"(2023. 8. 23~30) 영국 런던 여행, 어니스트버거와 트럭 아이스크림 먹기+귀국","하지만 난 울지 않았다 대신 위엔이가 울었다 맘아파ㅠㅠ 이왜진,,,ㅠ 하지만 현실과 타협하여 프레타망제가서 커피 한잔사고 장기비행을 함께 할 목베개도 구입ㅎ 안뇽,, 나 진짜 간다,,, 옆자리 다 비었다 럭키~ 갈때는 칫솔 없길래 칫솔 안 주시는 건가?! 했는데 나중에 나눠...",은싱,4주 전
"2023, 10月",이왜진?ㅎㅎㅎ...ㅎ헿 왜냐면 걔 앞번호 두자리가 울엄마 번호랑 같단 말야 수정도 못한데 내가 추합 전화 못 받았을 때 생각하면;;; 어지럽다.. 그 번호를 아직까지 기억한다는 것도 신기함 쨋든 습관이 진짜 무서운 거더라 ㄷ.ㄷ 시험기간에 수학문제 알려주고 있는 남친?...,.•♥,4주 전
[귀멸의 칼날/렌탄 번역] 렌고쿠 씨가 좋은 탄지로,이왜진?????? 암튼 주술회전 번역도 세 시간 뒤에 하나 올라갑니다. 렌탄 벚꽃 편지도 틈틈이 작업해서 11월 달 안에는 꼭 올릴게요. 중간중간 짧은 만화도 몇 개 올리겠습니다. 과제+기말 스트레스 오지게 받아서 미쳐버릴 것 같으니 번역으로 해소해야만....ㅠ 요즘...,핀의 취미공간,4주 전
"족발튀김이 맛있는 트렌디한 족발집, 족발팩토리 이수역점","그리고 특히 소스가 3가지 나오는데칠리소스와 함께 먹으면 양념치킨 맛이라서 너무 맛있는거 이왜진.... ㅠㅠㅠ ㅠ아직도 튀김족발을 모르신다구요,,,? 말도 안됩니다... 꼭 오셔서 드셔보세요 강추에요 ㅠㅠ 자리도 넓고, 시원해서 여름에 회사 동료들이랑 회식하기도 좋을...",리뷰하는 곰돌이,4주 전
샤인머스캣 블로그,ㅎㅎ 우리 사진 찌ㅣㄱ는데 옆에 계속 기웃거리시다가 찍히심 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 할바지 넘 귀여우셧어 우리 사진도 찍어주겟다고 계속 어필하심 으이구 알겟어용 햇다가 찍은거보고 진짜 잘 찍어서 이왜진 띠용;;;; 이게 진짜 MG다 사랑의 대명사 헤헤 아니 이 앚저씨 진짜...,천국이...,4주 전
자자 정신,ㅋㅋ 안녕 요즘 좀 춥던데 은찬행이랑 밥먹기 둘은 운명이야 이름부터가 은찬행이라니… 달이 너무 이쁨 앞에 누구신지는 모르지만 인생샷 찍어드림 현지니랑 제여니가 불러서 수다수다티비 떨고 감 이왜진? Thelove요 이게 ㄹㅇ 진또배기임 감성짤처럼 나왔지 제연아 생일...,wusgd님의 블로그,4주 전
잊혀진 계절,이왜진...! (개좆) 너무해요ㅡㅡ 긔여운 그림 발견 그치만 달팽이는 저 위에 튀어나온 두 개가 눈입니다. 캐릭터로 그려도 얼굴이 저렇게 귀엽진 않아요 푸릇푸릇.. 근데 머리 왜 또 갈색 됐지 ㅡㅡ 무지개 분수.. 저 다리 안에서 보면 분수가 약간 갈비뼈 같다. 내장의...,Happily Ever After,4주 전
나 이제 시험 끝난다!!!,사랑이 발치했는데 라면을 잘 먹는 여자 이왜진.. 하~~~~~~~~~~~~~~~~`` 수업 다 잘나갔는데 경청했는데 왜 또 나만 몰랐을까 ~~~~~~~~~~~~~~~ 집에서 배고파서 짜증나는 경험을 겪다.. 그래서 닭가슴살을 비싸보이게 플래이팅 하고 냠냠 머거써요 이수연이 개웃기다면서 찍음...,어서오죠사마,4주 전
폭닥 니트의 계절,스티커 들어왔다 ~~ 귀여워 >.< 네이버야 고마오 기분 좋게 10월 일상 풀어 레고 ~ 10.01 10월 첫 날부터 엄빠랑 드라이브 ^^^! 날이 너어어무 너무 좋길래 집에만 있을 순 없지 싶어서 이곳저곳 드라이브 갔다가 집 들어오는데 아빠가 만두 먹고 싶어 하길래 사러 갔는데 젤리 한...,love myself :),4주 전
